,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,37033613,290029.6,53798253.55,116302956.3,33534998,1720934.583,1146910.889,200859942.5,183881.5556,1453164957,18268785.83,283976378.6,1283643.833,43173595.37,14601854.47,979266.75,1440119.929,64413880.32,1174104570,1241322.5,346002826.9,5207497.944,10838099.68,3839217.538,27084614.67,7840947.211,5047544.6,113391,845926631.6,4398770.5,4316037.375,4766755.5,8474872,296547160.3,60298,8703490.4,309151291.4,1026101.3,532066.5714,52601204.24,27480012.74,12664223.52,189698949.7,32374037.87,95409440.39,180718.6667,3406516.615,182733.625,4357528.417,904054.1111,81323646.85,1621134.333,3907202.125,303914.5455,15567714.77,43707.4,3723327.333,7434131.1,592079405,2434535,14842357.58,4605240.333,39383.25,42233145.12,22744860.25,4802938.25,1462532.167,79016277,279989426.7,259276010.9,609160,359903038.9,7344519.5,314541367.9,17291195.73,22950871.5,138014158.2,316944.8333,20161692.78,33210652.33,22846037.75,1211489.857,2472617,6830691.429,7211075.435,661269.5,117085764.2,61091581.86,4157831.125,442439.25,40194910.52,3356259,165234.1667,61036945.74,40281876.12,28441328.68,20403830,153974252.4,10204544.82,251921.5455,51262777.48,317559385.5,104619873.1,400933.5794,8270764.5,5925050.6,18025735.21,3172243.688,19342331.24,128500,49280833.11,53690387,7229189.7,89850000.06,2283781261,5232440.143,47937.33333,255661445.4,506592257.8,2332599.333,6805199.857,23984111.83,2587342.2,321979466.5,72906807.25,1632998,292902504.4,44883378.84,4344417.8,71924.6,6972676.5,403761177.6,461347718.6,82403614.35,21015667.87,26579096.19
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,9636050.031,58791.475,13646580.74,31634193.83,8876470.25,482227.3958,269428.3889,5493445.323,26799.88889,361073620.4,5024813.021,7787997.533,493868.8333,10080514.54,3310854.176,189213,344884.4821,17178808.27,297250908.4,271676.5625,88752900.74,1231362.944,2726079.355,881670.7115,7492433.417,2033229.645,1324117.1,15391,210078105.3,1169689.875,1332190.5,1121020.5,1902559.5,77418986.19,10796.125,2032271.9,79375543.36,277702.925,143188.8929,12833185.85,7133515.368,3014226.811,46509299.87,9161801.511,25217371.15,30207.41667,619736.7115,34216.28125,994024.9792,232004.5278,20222035.31,482059.3333,760349.7813,39615.22727,3929600.731,9010.9,941216.9167,1671740.85,149647629.4,493050.3125,3690016.646,1089829.083,8321.53125,9474685.485,5564731.656,1174470.438,383397.1667,20246393.25,72581713.02,65289575.23,135306.25,96168504.65,1635300.75,79597049.73,4154978.733,6485517.906,34836276.7,45399.41667,4750373.38,8453458.271,5305391.5,306737.8929,578553.3393,1712318.036,1851848.859,150664.8125,29508318.95,15041738.82,972326.5938,78568.3125,10708724.1,888727.75,24023.54167,15963207.32,10088847.32,7690778.143,5647502,41211985.2,2617956,46946.88636,12511570.33,79898468.21,26106715.56,127.6971041,2174937.682,1524428.975,4399480.494,808202.2031,4806399.89,24953.125,13112713.74,14276479.25,1792752.45,23789718.6,565269714.4,1303750.768,3381.708333,62086904.03,125922123.2,585121.8333,2050991.643,6765150.896,538733.2,79685620.48,18080451.44,303172.0625,74226258.4,11366950.25,1033574.3,6655.85,1698299.938,101611978.4,114002465.1,20544980.56,5469071.718,6734282.132
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,0.65625,0.775,0.775,0.75,0.55,0.4375,0.666666667,0.229390681,0.916666667,0.571428571,0.8125,0.240244709,0.4375,0.888888889,0.823529412,0.8125,0.732142857,0.625,0.702586207,0.8125,0.479166667,0.791666667,0.644736842,0.884615385,0.5,0.723684211,0.7,0.75,0.767857143,0.875,0.625,0.8125,0.5,0.53125,0.625,0.6,0.637096774,0.775,0.785714286,0.821428571,0.723684211,0.772727273,0.921052632,0.510869565,0.664473684,0.75,0.711538462,0.8125,0.8125,0.666666667,0.884615385,0.625,0.8125,0.727272727,0.596153846,0.55,0.833333333,0.8125,0.576086957,0.625,0.75,0.75,0.8125,0.735294118,0.71875,0.5625,0.625,0.625,0.576086957,0.578125,0.7,0.625,0.625,0.556818182,0.55,0.5625,0.836956522,0.875,0.836956522,0.5625,0.6875,0.678571429,0.732142857,0.785714286,0.739130435,0.625,0.4,0.75,0.671875,0.8125,0.571428571,0.75,0.75,0.644736842,0.798076923,0.651785714,0.65,0.386363636,0.779411765,0.795454545,0.772727273,0.734375,0.558823529,0.026821808,0.522727273,0.7,0.653846154,0.8125,0.61,0.625,0.708333333,0.475,0.775,0.541666667,0.715,0.732142857,0.875,0.55,0.788043478,0.8125,0.785714286,0.5625,0.6,0.647058824,0.7375,0.8125,0.527777778,0.709677419,0.55,0.85,0.75,0.7890625,0.535714286,0.637096774,0.673076923,0.708333333
wavelet-LHH_glszm_SizeZoneNonUniformity,3.75,1.2,4.4,1.888888889,1,1.166666667,1,6.806451613,1.444444444,4.904761905,1.833333333,5.714285714,1.333333333,3.888888889,2.882352941,1,1.857142857,4.857142857,20.72413793,1,6.722222222,4.111111111,2.263157895,2.692307692,1,3.947368421,1,1,11.04761905,1.333333333,2.5,1,1,2.5,1,1.8,7.774193548,1.2,2.142857143,3.285714286,3,4.515151515,5.421052632,5.086956522,7.315789474,1,1.615384615,1.25,1.666666667,2.555555556,2.384615385,1.333333333,1.75,1.545454545,7.384615385,1,3,3.9,4.130434783,1,2.166666667,1,1,2.764705882,1.25,2.833333333,1.333333333,2,8.043478261,7.0625,1,3.454545455,1,5.181818182,1.533333333,4.5,7.347826087,1.777777778,5.347826087,3.666666667,3.666666667,1.952380952,2,1.857142857,3.086956522,1,2.2,2.904761905,2.5,1,5.380952381,1,1,3.947368421,5.692307692,5.571428571,3.266666667,1.909090909,2.529411765,1.181818182,8.333333333,8.583333333,4.529411765,146.5148342,4.818181818,1.8,5.615384615,3.125,7.4,1,3.444444444,1.4,3,3,11.68,2.142857143,1,2.4,8.913043478,1.333333333,1.285714286,1.666666667,1.533333333,6,2,1,4.703703704,6.096774194,1.4,1,5.333333333,17.75,10.76190476,6.35483871,6.435897436,7.5
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.15625,0.12,0.22,0.209876543,0.2,0.097222222,0.111111111,0.219562955,0.160493827,0.233560091,0.152777778,0.136054422,0.111111111,0.144032922,0.169550173,0.25,0.132653061,0.173469388,0.357312723,0.25,0.186728395,0.228395062,0.119113573,0.207100592,0.333333333,0.207756233,0.2,0.333333333,0.263038549,0.222222222,0.3125,0.25,0.333333333,0.15625,0.25,0.12,0.250780437,0.12,0.306122449,0.156462585,0.157894737,0.136822773,0.28531856,0.221172023,0.192520776,0.333333333,0.124260355,0.15625,0.138888889,0.283950617,0.183431953,0.222222222,0.21875,0.140495868,0.284023669,0.2,0.333333333,0.195,0.179584121,0.25,0.180555556,0.333333333,0.125,0.162629758,0.15625,0.236111111,0.222222222,0.333333333,0.174858223,0.220703125,0.2,0.157024793,0.166666667,0.23553719,0.102222222,0.1875,0.319470699,0.098765432,0.232514178,0.305555556,0.305555556,0.092970522,0.142857143,0.265306122,0.134215501,0.25,0.22,0.138321995,0.15625,0.25,0.256235828,0.333333333,0.166666667,0.207756233,0.218934911,0.198979592,0.217777778,0.173553719,0.148788927,0.107438017,0.252525253,0.178819444,0.266435986,0.255697791,0.219008264,0.18,0.143984221,0.1953125,0.296,0.5,0.191358025,0.14,0.3,0.166666667,0.2336,0.153061224,0.166666667,0.24,0.193761815,0.111111111,0.183673469,0.138888889,0.102222222,0.176470588,0.1,0.25,0.174211248,0.196670135,0.28,0.2,0.222222222,0.27734375,0.256235828,0.204994797,0.165023011,0.208333333
wavelet-LHH_glszm_SmallAreaEmphasis,0.358242133,0.133710367,0.455360094,0.404320989,0.200000123,0.125698366,0.140626275,0.469225479,0.282336419,0.482401369,0.312431421,0.345304334,0.217530166,0.311545489,0.358251791,0.255102795,0.209553121,0.383734755,0.613169162,0.037778321,0.40299168,0.452229696,0.291614316,0.405956257,0.005208373,0.435540984,0.200000321,0.083350131,0.504361619,0.083333395,0.521701422,0.277777913,0.333333473,0.360117313,0.001330739,0.26822232,0.475204626,0.238971862,0.500000371,0.224137618,0.362896893,0.335229503,0.526783626,0.457886496,0.437488364,0.08334161,0.159786421,0.300199003,0.307835104,0.496913715,0.315580412,0.260416827,0.420156651,0.289103516,0.538133017,0.20574971,0.481481514,0.419202127,0.394205712,0.008220247,0.344004652,0.333333582,0.038232633,0.378413876,0.303589151,0.456018697,0.098379815,0.54166667,0.367076712,0.448141879,0.012503074,0.339315051,0.042833178,0.475655793,0.238408296,0.408657421,0.552838164,0.247881834,0.47033053,0.541666746,0.52166667,0.238635915,0.332383289,0.120039712,0.316527687,0.277778773,0.217707133,0.310375205,0.198654744,0.065588215,0.491878307,0.333333656,0.213006307,0.395157107,0.45460625,0.425414608,0.449074102,0.275923296,0.306535511,0.19963599,0.468842336,0.41824911,0.51759804,0.505877224,0.460203785,0.286111182,0.347510391,0.420139065,0.547659176,2.29E-05,0.420139017,0.250868057,0.501002875,0.354100168,0.474076693,0.193099182,0.005429343,0.125308642,0.433612616,0.205221449,0.180335125,0.30743642,0.246266446,0.350306847,0.250719954,0.016059496,0.37921265,0.435460375,0.400781345,0.203221622,0.468787316,0.516276057,0.517134362,0.40832438,0.389506717,0.435788064
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis,0.938658814,0.145715004,0.809526775,0.820987657,0.800000301,0.502787411,0.473961476,3.688735274,0.282337304,1.536968793,0.314068084,1.540524871,0.557620615,0.323520798,0.534722603,0.255103685,0.276069366,0.926665392,1.356793454,0.037779047,1.227707435,0.637416903,0.788014162,0.415187049,0.020833436,0.759488471,0.200000828,0.083362886,0.901999293,0.083333491,1.313368148,0.277778106,1.333333663,0.831094123,0.003422603,0.872304107,1.228426031,0.313973283,0.92857239,0.509851937,0.597821617,0.614357675,0.684678363,1.262705373,0.955853234,0.083349915,0.300812165,0.300377415,0.557835304,0.904321329,0.373272721,0.416667101,0.513906707,0.592152501,1.331209946,0.822429356,0.518518601,0.725202153,1.127194363,0.01204714,0.844004685,0.333333937,0.038256858,1.084296234,0.368693328,1.261574515,0.254630105,1.166666675,0.999408654,1.118088349,0.012507014,0.587373842,0.167844464,1.392264482,0.545609512,1.118240778,1.074577295,0.250487737,0.7638088,1.604166865,1.521666674,0.543055072,0.448097817,0.146825472,0.731165726,1.02778015,0.57082853,0.495270628,0.280374267,0.065590147,1.426838626,0.333334162,0.213130631,0.786768779,0.80803406,1.033481799,1.111574143,1.035511365,0.389868868,0.22994124,0.804700923,0.75513193,1.300784315,32.31096879,1.261269343,0.39444462,0.814742395,0.60763935,1.545992515,5.01E-05,0.938657723,0.628472227,0.801007042,1.049353381,0.946719273,0.218163815,0.005436357,0.317901236,0.720193233,0.267721872,0.185626178,0.913339296,0.335065271,0.577575425,0.420454649,0.016060024,1.126850596,1.040365708,1.00312523,0.203228517,0.971338382,0.965833794,1.595824764,1.08910396,0.874020848,1.082650251
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis,0.213137963,0.130709207,0.366818424,0.300154322,0.050000079,0.031426104,0.057292475,0.102919521,0.282336198,0.218759513,0.312022256,0.082558805,0.132507553,0.308551661,0.314134087,0.255102573,0.19292406,0.248002096,0.427263089,0.03777814,0.196812741,0.405932895,0.167514355,0.403648559,0.001302107,0.354554113,0.200000194,0.083346942,0.404952201,0.083333371,0.323784741,0.277777865,0.083333425,0.24237311,0.000807773,0.117201873,0.286899275,0.220221507,0.392857366,0.152709038,0.304165712,0.265447459,0.487309942,0.256681777,0.307897146,0.083339534,0.124529985,0.300154399,0.245335054,0.395061812,0.301157335,0.221354258,0.396719137,0.213341269,0.339863784,0.051579798,0.472222243,0.342702121,0.21095855,0.007263524,0.219004644,0.333333493,0.038226577,0.201943286,0.287313107,0.254629743,0.059317243,0.385416669,0.208993727,0.280655261,0.012502089,0.277300354,0.011580357,0.24650362,0.161607992,0.231261582,0.422403382,0.247230358,0.396960963,0.276041717,0.271666669,0.162531125,0.303454657,0.113343273,0.212868177,0.090278428,0.129426783,0.264151349,0.178224863,0.065587732,0.258138228,0.333333529,0.212975226,0.297254189,0.366249297,0.27339781,0.283449092,0.086026279,0.285702172,0.192059678,0.384877689,0.334028405,0.321801471,0.014592734,0.259937395,0.259027823,0.23070239,0.373263994,0.298075841,1.61E-05,0.29050934,0.156467015,0.426001834,0.180286864,0.355916048,0.186833024,0.00542759,0.077160494,0.361967461,0.189596343,0.179012361,0.155960701,0.22406674,0.293489702,0.208286281,0.016059363,0.192303163,0.284234042,0.250195373,0.203219898,0.34314955,0.403886623,0.247461762,0.238129485,0.268378184,0.274072518
wavelet-LHH_glszm_ZoneEntropy,3.688721876,3.121928095,3.246439345,2.947702779,2.321928095,3.418295834,3.169925001,3.950344198,2.725480557,3.170818163,2.855388542,3.831281165,3.584962501,3.378544559,3.146286371,2,3.324862958,3.678439191,2.902023589,2,3.548688113,3.078175865,3.787143961,2.653544297,1.584962501,3.326360408,2.321928095,1.584962501,3.170436915,2.251629167,2.5,2,1.584962501,3.452819531,2,3.589898095,3.251909216,3.121928095,2.235926351,3.177566232,3.531630646,3.774207848,2.484255145,3.236186283,3.805980473,1.584962501,3.546593564,2.75,3.251629167,2.419381946,2.968918564,2.584962501,2.405639062,3.277613437,3.08828022,2.321928095,2.05881389,3.346439345,3.6053265,2,3.084962501,1.584962501,3,3.499227547,2.75,2.855388542,2.584962501,2.251629167,3.785404413,3.358458593,2.321928095,3.533771256,2.584962501,3.265583323,3.640223929,3.517894148,2.440251219,3.614369446,3.099436412,2.751629167,2.584962501,3.975418018,3.093069208,2.128085279,3.696624999,2,2.521928095,3.630412661,3.327819531,2,3.141619208,1.584962501,2.584962501,3.195295934,3.334679141,3.54952346,3.272905595,2.913977073,3.263933429,3.277613437,3.05700597,3.833298234,3.146286371,5.560320822,3.351953074,2.921928095,3.987217848,3.02439747,3.219470571,1,3.46132014,3.121928095,2.521928095,3.350209029,3.352832424,3.324862958,2.584962501,2.921928095,3.493346111,3.251629167,2.521640636,3.418295834,3.589898095,3.45188518,3.846439345,2,3.680089354,3.755446005,2.321928095,2.321928095,3.188721876,3.234876767,3.497850008,3.450028875,3.769519771,3.49823585
wavelet-LHH_glszm_ZonePercentage,0.00074384,0.00530504,0.000561956,0.000304414,0.000335008,0.00192926,0.001878914,0.000614957,0.008737864,0.000134529,0.000881381,0.000671034,0.002830189,0.000896266,0.000904737,0.002402402,0.0025,0.00072286,0.000231431,0.002067183,0.000346004,0.00146282,0.001007797,0.002088353,0.000362538,0.001258278,0.00078064,0.006741573,0.000249317,0.001282051,0.001442741,0.001038961,0.000683371,0.000247525,0.009090909,0.000767263,0.000351275,0.002717391,0.003966006,0.000525,0.000893697,0.001154856,0.000355306,0.000796123,0.000565982,0.005042017,0.001687216,0.00754717,0.001476015,0.003488372,0.000446812,0.002054795,0.00167364,0.006395349,0.001022817,0.011494253,0.001729107,0.00137457,0.000219455,0.001500938,0.000727273,0.000914634,0.012030075,0.00051562,0.000665281,0.001415094,0.002226345,0.000306122,0.000424844,0.000391677,0.002352941,0.000271655,0.000974817,0.00029459,0.000977836,0.000714818,0.00045495,0.00754717,0.00090963,0.000581536,0.000823893,0.004,0.002036364,0.001128122,0.001812451,0.002807018,0.000325733,0.000574713,0.001997503,0.003636364,0.000794101,0.001041667,0.007142857,0.000615385,0.000782897,0.000789511,0.00075188,0.000293294,0.001035323,0.005670103,0.000642774,0.0004175,0.000450331,0.110960496,0.001367734,0.001027221,0.00108726,0.001526718,0.000916086,0.004705882,0.000511291,0.000474383,0.001232286,0.000492611,0.00016573,0.0014007,0.016438356,0.000222544,0.000307148,0.001993355,0.001079414,0.000653061,0.002031144,0.000363773,0.00042061,0.001864802,0.000292635,0.000774322,0.00120919,0.011111111,0.001242236,0.000443628,0.000337824,0.00050174,0.001441508,0.000860832
wavelet-LHH_glszm_ZoneVariance,13308218.48,69506.85,18510295.05,37776721.33,4897950.8,461299.3889,161664.3951,28019081.02,45118.69136,524237443.4,6386328.243,41190287.9,526979.3889,15454253.3,4347379.149,173959.6875,403931.5714,24712046.88,453951046.7,231591.6875,131849983.2,1559265.793,3363897.247,1243886.438,3802466.889,2563166.51,427841.6,12988.22222,321160071.6,1207106,1448537.609,923761.25,1075677.556,104923021,8596.5,1667837.822,117226569.7,291958.6,157388.4082,17158671.61,9950771.629,4194427.598,67225967.72,12226494.34,36134053.98,20973.55556,825808.5207,46363.5,1207719.417,284236.6667,27433369.3,473029.8889,1032714,68025.50413,5301341.29,8381.2,1163169.556,2294962.65,217370113.1,437458.1875,4029859.833,597533.5556,7624.109375,12265059.42,6741372.609,1400786.222,397473.4722,21329258.89,108522860.9,97568415.11,49452,135364646.6,1724810.472,115062974.5,5736375.022,7821504.207,50640457.87,82152.25,6624071.618,10447930.24,7340331.688,425188.2857,716214.9235,1950237.102,2619278.106,125871.6875,37598908,21224107.43,1358802.109,75717.5,15020160.87,460634,32665.66667,22337330,14495938.14,10236594.6,6829867.6,52139438.43,3202345.045,56837.68595,17841430.12,121693628.7,36878334.95,7008.898629,2859542.663,1456851.05,6278803.165,851985.5,6521995.6,506.25,16521053.58,17715596.8,2221507.65,32880874.89,872564074.5,1579794.638,8592.138889,80610270.05,191456171.3,682947.8889,2143563.388,7864216.521,706062.8889,120587550.4,23393216.35,281573.1875,106284099.9,16402388.7,1011814,11609.6,2105150.25,156960668.3,174709211.1,28944401.16,8097146.356,9353775.5
wavelet-LHH_gldm_DependenceEntropy,5.252411359,5.1216471,5.065177776,5.083989878,5.107455185,5.151908631,5.191521925,5.088112308,5.254847409,5.175120805,5.208827954,5.098857513,5.145453243,5.163338067,5.187301307,5.305589165,5.260264675,5.219697601,4.952768118,5.284778332,4.98846779,5.230799282,5.175265787,5.291264804,5.045417783,5.23201899,4.818842731,5.193612098,4.95555449,5.24915222,5.25758959,5.098815516,5.038437233,4.986146505,5.327625569,5.201942648,5.05226937,5.330434753,5.227795947,5.151412883,5.095713804,5.21725961,5.015685186,5.156525642,5.091832451,5.208849393,5.309028997,5.203196891,5.337291109,5.266382688,5.133809708,5.205531313,5.250370259,5.352854564,5.175865535,5.279833229,5.105986163,5.19440409,5.18964339,5.26027982,5.124479549,5.01163855,5.123114749,5.260887235,5.242175886,5.146414031,5.248474737,5.108574295,5.064759513,4.98172584,5.142097574,5.0605393,5.118733076,5.195322045,5.123552395,5.15205517,5.151186792,5.213291061,5.261122075,5.060875527,5.188223828,5.288435432,5.271486565,5.210766461,5.250168644,5.292799121,5.287840255,5.2275404,5.248695934,5.202755484,5.150665787,5.212772951,5.278330567,5.182328509,5.219851075,5.153585803,5.095962329,5.075140225,5.29117294,5.280739516,5.248722935,5.045089195,5.116848005,5.142986729,5.185552014,5.217744092,5.24853165,5.290657024,5.267325846,5.311255671,5.047026684,5.076251638,5.243742288,5.13435433,4.911931816,5.132803361,4.707925754,5.169637238,5.067313991,5.323771622,5.23398301,5.133070127,5.300407601,5.058090643,5.109715323,5.240640099,5.173469679,5.077473845,5.301621576,4.970683987,5.200097807,5.072458653,5.212614116,4.96407627,5.253725471,5.174397379
wavelet-LHH_gldm_DependenceNonUniformity,1930.04931,121.6801061,2467.974881,2015.523051,994.1522948,400.8430868,295.85762,3474.280143,57.12621359,10103.72852,846.3634961,4290.059051,268.3325472,1967.08332,1177.890261,92.21801802,333.8582143,2362.859868,18954.05036,111.0175711,7707.753808,743.1178383,1195.300217,360.6841767,573.0099094,906.1434437,513.5236534,25.08539326,12789.76678,268.484188,324.4885482,253.8633766,299.332574,4732.862314,24.21818182,1202.483581,6246.913201,203.3945652,104.5116147,2640.33885,1444.791439,1777.230691,3811.734923,1857.421738,4559.510605,34.15966387,431.4628164,62.59433962,449.3552276,148.9364341,1949.353738,176.3068493,285.1284519,90.35465116,1617.303619,25.05517241,344.6964457,911.9505155,6724.19979,157.0682927,1083.71103,233.1835366,39.71578947,1972.619776,731.2365073,549.2745283,159.4667904,1316.50602,7575.396472,6116.613709,133.672,5621.408298,401.8412673,4771.697001,1014.185789,2178.202025,3317.511324,140.6419287,1511.067708,1430.946208,921.6066598,303.008381,404.3672727,380.3034649,760.04145,81.65824561,1798.154463,2258.186535,485.0037453,63.61272727,1710.501758,171.3666667,43.06666667,1952.015514,2045.754953,2283.541548,1338.228571,2577.416691,954.462972,108.4443299,3124.623101,8148.217152,2517.327417,556.7908598,1022.27249,597.12717,2165.492389,601.2902672,1625.837303,22.82117647,2459.896293,1433.763757,491.0219347,2401.26601,23533.79356,652.53997,18.8739726,2907.351842,10523.25658,336.6016611,354.2070933,1219.754395,416.7484089,6533.422896,3175.661535,125.1463869,5954.039896,2760.310453,236.1288996,26.06666667,1207.735714,9970.074606,7821.445912,4665.762839,1613.869118,2695.417838
wavelet-LHH_gldm_DependenceNonUniformityNormalized,0.059818668,0.06455178,0.069344616,0.068172604,0.066609869,0.064444226,0.061765683,0.068920455,0.055462343,0.064725999,0.062164047,0.068542244,0.063285978,0.065297372,0.062687081,0.055386197,0.059617538,0.061000642,0.075630151,0.057373422,0.074080963,0.060391535,0.063401062,0.057941233,0.06924591,0.0600095,0.080175434,0.05637167,0.075921683,0.057368416,0.058519125,0.065938539,0.068185097,0.073218786,0.055041322,0.061508112,0.070786552,0.055270262,0.059213379,0.066008471,0.067958205,0.0621953,0.07128069,0.064292895,0.067910495,0.0574112,0.05599777,0.059051264,0.055271246,0.0577273,0.066999613,0.060379058,0.059650304,0.052531774,0.063623274,0.057598098,0.066224101,0.062677011,0.064159151,0.058937446,0.065679456,0.071092542,0.059722992,0.059830748,0.060809689,0.06477294,0.059171351,0.067168675,0.06996441,0.074866753,0.062904471,0.069412957,0.065286965,0.063895246,0.066113806,0.064875712,0.065621824,0.058969362,0.059761428,0.069345588,0.063275432,0.057715882,0.058817058,0.061289841,0.059892943,0.057304032,0.058571807,0.061800398,0.060549781,0.057829752,0.064681481,0.059502315,0.051269841,0.063223175,0.061600571,0.064388596,0.067079126,0.068721949,0.058128074,0.055899139,0.060861377,0.070872551,0.06668417,0.107821623,0.063554398,0.061338179,0.060370571,0.057375025,0.059576303,0.053696886,0.069873492,0.068015358,0.06050794,0.065716092,0.078005249,0.06528664,0.051709514,0.064701276,0.070265126,0.055913897,0.054619444,0.066381192,0.056431741,0.069902347,0.066785732,0.058343304,0.064531945,0.068947432,0.057104933,0.057925926,0.062512201,0.069109449,0.062911288,0.07551611,0.059651418,0.064452842
